Source,Target,Weight,Type
segunda_0777460,segunda_0825396,2,undirected
segunda_0777460,segunda_0833509,1,undirected
segunda_0778044,primera_0649805,3,undirected
segunda_0778044,primera_0660550,1,undirected
segunda_0778044,primera_0725621,2,undirected
segunda_0780757,primera_0723240,3,undirected
segunda_0780757,segunda_0760943,2,undirected
segunda_0780757,segunda_0771902,1,undirected
segunda_0780757,segunda_0833151,1,undirected
segunda_0781143,primera_0675808_A1,3,undirected
segunda_0781143,segunda_0823200,1,undirected
segunda_0781143,segunda_0833641,3,undirected
segunda_0781189,primera_0606600,3,undirected
segunda_0781189,primera_0608369,1,undirected
segunda_0781189,primera_0610204,3,undirected
segunda_0781189,primera_0623397,3,undirected
segunda_0781189,primera_0675656_A1,2,undirected
segunda_0781189,primera_0723240,1,undirected
segunda_0781189,segunda_0771902,3,undirected
segunda_0781189,segunda_0791321,2,undirected
segunda_0781189,segunda_0809778,2,undirected
segunda_0781189,segunda_0849882,1,undirected
segunda_0782154,primera_0605505,1,undirected
segunda_0782154,primera_0723724,1,undirected
segunda_0782154,segunda_0809815,6,undirected
segunda_0782154,segunda_0813410,2,undirected
segunda_0782592,primera_0646061,1,undirected
segunda_0782592,primera_0680884_A1,2,undirected
segunda_0782592,primera_0721877,3,undirected
segunda_0782945,primera_0610285,3,undirected
segunda_0782945,primera_0699591,2,undirected
segunda_0782945,segunda_0760943,1,undirected
segunda_0782945,segunda_0834878,3,undirected
segunda_0783354,primera_0628636,5,undirected
segunda_0783354,primera_0657762,5,undirected
segunda_0783354,primera_0664580,1,undirected
segunda_0783354,primera_0678343_A1,2,undirected
segunda_0783354,segunda_0828322,1,undirected
segunda_0783844,primera_0641841,3,undirected
segunda_0783844,segunda_0811124,4,undirected
segunda_0783844,segunda_0831983,6,undirected
segunda_0783905,primera_0723275,2,undirected
segunda_0783905,segunda_0754148,2,undirected
segunda_0783905,segunda_0804133,1,undirected
segunda_0783905,segunda_0809309,6,undirected
segunda_0783905,segunda_0811635,2,undirected
segunda_0783905,segunda_0812002,1,undirected
segunda_0783905,segunda_0826596,3,undirected
segunda_0784489,primera_0738993,3,undirected
segunda_0784489,segunda_0766916,1,undirected
segunda_0784489,segunda_0793886,2,undirected
segunda_0785180,primera_0727430,5,undirected
segunda_0785180,segunda_0772999,1,undirected
segunda_0785180,segunda_0840929,3,undirected
segunda_0785180,segunda_0846594,1,undirected
segunda_0786696,primera_0616257,2,undirected
segunda_0786696,primera_0680719_A1,2,undirected
segunda_0786696,segunda_0824003,6,undirected
segunda_0787271,primera_0630836,2,undirected
segunda_0787271,primera_0722431,1,undirected
segunda_0787271,segunda_0751321,4,undirected
segunda_0787271,segunda_0821352,3,undirected
segunda_0787405,primera_0604231,1,undirected
segunda_0787405,primera_0610285,1,undirected
segunda_0787405,primera_0661224,3,undirected
segunda_0787405,segunda_0788816,4,undirected
segunda_0787405,segunda_0809996,2,undirected
segunda_0787405,segunda_0842757,2,undirected
segunda_0787508,primera_0657687,3,undirected
segunda_0787508,primera_0669771_A1,3,undirected
segunda_0787508,primera_0736348,1,undirected
segunda_0787508,segunda_0751449,2,undirected
segunda_0787508,segunda_0773000,2,undirected
segunda_0787655,primera_0645539,1,undirected
segunda_0787655,segunda_0750760,5,undirected
segunda_0787655,segunda_0766160,2,undirected
segunda_0787906,primera_0723624,1,undirected
segunda_0787906,segunda_0765189,4,undirected
segunda_0787906,segunda_0812185,2,undirected
segunda_0788300,primera_0735644,1,undirected
segunda_0788300,primera_0742433,1,undirected
segunda_0788300,segunda_0800620,6,undirected
segunda_0788300,segunda_0801365,5,undirected
segunda_0788300,segunda_0840472,3,undirected
segunda_0788573,primera_0616257,1,undirected
segunda_0788573,primera_0723625,2,undirected
segunda_0788573,segunda_0760159,3,undirected
segunda_0788573,segunda_0788816,3,undirected
segunda_0788573,segunda_0813092,1,undirected
segunda_0788633,primera_0616257,2,undirected
segunda_0788633,primera_0636424,1,undirected
segunda_0788633,primera_0651972,1,undirected
segunda_0788633,primera_0663925,3,undirected
segunda_0788633,primera_0674921_A1,6,undirected
segunda_0788633,primera_0738360,1,undirected
segunda_0788633,segunda_0742650,1,undirected
segunda_0788633,segunda_0774148,2,undirected
segunda_0788633,segunda_0789216,3,undirected
segunda_0788753,primera_0635587,2,undirected
segunda_0788753,primera_0665553,3,undirected
segunda_0788753,primera_0699591,1,undirected
segunda_0788753,primera_0738830,2,undirected
segunda_0788753,segunda_0777460,3,undirected
segunda_0788753,segunda_0802619,3,undirected
segunda_0788753,segunda_0824040,1,undirected
segunda_0788816,primera_0677018_A1,1,undirected
segunda_0788816,segunda_0775415,4,undirected
segunda_0788816,segunda_0787405,4,undirected
segunda_0788816,segunda_0788573,3,undirected
segunda_0788816,segunda_0842757,1,undirected
segunda_0788816,segunda_0849461,6,undirected
segunda_0789215,primera_0610357,2,undirected
segunda_0789215,primera_0725346,1,undirected
segunda_0789215,primera_0733354,6,undirected
segunda_0789215,segunda_0767560,2,undirected
segunda_0789215,segunda_0827264,1,undirected
segunda_0789216,primera_0615389,1,undirected
segunda_0789216,segunda_0788633,3,undirected
segunda_0789216,segunda_0848005,2,undirected
segunda_0789676,primera_0700125,1,undirected
segunda_0789676,primera_0738980,2,undirected
segunda_0789676,segunda_0791321,3,undirected
segunda_0789676,segunda_0795030,2,undirected
segunda_0790028,primera_0680635_A1,1,undirected
segunda_0790028,segunda_0767560,2,undirected
segunda_0790028,segunda_0833151,3,undirected
segunda_0791109,primera_0676418_A1,1,undirected
segunda_0791109,segunda_0802764,2,undirected
segunda_0791109,segunda_0825487,3,undirected
segunda_0791109,segunda_0830257,1,undirected
segunda_0791321,primera_0629932,3,undirected
segunda_0791321,primera_0630836,3,undirected
segunda_0791321,primera_0680635_A1,3,undirected
segunda_0791321,primera_0690159,1,undirected
segunda_0791321,primera_0700125,2,undirected
segunda_0791321,primera_0721514,3,undirected
segunda_0791321,primera_0723240,5,undirected
segunda_0791321,segunda_0751449,2,undirected
segunda_0791321,segunda_0771902,4,undirected
segunda_0791321,segunda_0781189,2,undirected
segunda_0791321,segunda_0789676,3,undirected
segunda_0791321,segunda_0795031,1,undirected
segunda_0791321,segunda_0812367,2,undirected
segunda_0791321,segunda_0834137,2,undirected
segunda_0791321,segunda_0847028,1,undirected
segunda_0791321,segunda_0849882,2,undirected
segunda_0793046,primera_0691665,3,undirected
segunda_0793046,primera_0709691,1,undirected
segunda_0793046,primera_0723274,1,undirected
segunda_0793046,primera_0729917,2,undirected
segunda_0793886,segunda_0784489,2,undirected
segunda_0793886,segunda_0823755,3,undirected
segunda_0793886,segunda_0825487,1,undirected
segunda_0793886,segunda_0830257,2,undirected
segunda_0795030,primera_0693229,2,undirected
segunda_0795030,segunda_0789676,2,undirected
segunda_0795030,segunda_0819011,5,undirected
segunda_0795030,segunda_0825396,1,undirected
segunda_0795031,primera_0635587,3,undirected
segunda_0795031,primera_0680635_A1,2,undirected
segunda_0795031,primera_0694570,3,undirected
segunda_0795031,segunda_0767560,3,undirected
segunda_0795031,segunda_0791321,1,undirected
segunda_0795604,primera_0628636,4,undirected
segunda_0795604,primera_0655349,1,undirected
segunda_0795604,primera_0664580,3,undirected
segunda_0795604,segunda_0766420,1,undirected
segunda_0795604,segunda_0802764,2,undirected
segunda_0795604,segunda_0810444,2,undirected
segunda_0796765,primera_0669831_A1,5,undirected
segunda_0796765,segunda_0751977,2,undirected
segunda_0796765,segunda_0765189,1,undirected
segunda_0797166,primera_0638048,1,undirected
segunda_0797166,primera_0669771_A1,4,undirected
segunda_0797166,segunda_0771782,2,undirected
segunda_0798648,primera_0608369,2,undirected
segunda_0798648,primera_0644523,1,undirected
segunda_0798648,primera_0726288,3,undirected
segunda_0798648,primera_0736408,1,undirected
segunda_0799804,primera_0610004,6,undirected
segunda_0799804,primera_0616257,2,undirected
segunda_0799804,primera_0690834,1,undirected
segunda_0799804,primera_0708668,2,undirected
segunda_0799804,segunda_0750760,1,undirected
segunda_0799805,primera_0654181,2,undirected
segunda_0799805,segunda_0758935,4,undirected
segunda_0799805,segunda_0800620,2,undirected
segunda_0800073,primera_0699591,5,undirected
segunda_0800073,primera_0705006,1,undirected
segunda_0800073,segunda_0766916,1,undirected
segunda_0800073,segunda_0834878,2,undirected
segunda_0800073,segunda_0838529,2,undirected
segunda_0800073,segunda_0849125,1,undirected
segunda_0800281,segunda_0759636,4,undirected
segunda_0800281,segunda_0819811,1,undirected
segunda_0800281,segunda_0826706,6,undirected
segunda_0800281,segunda_0837074,1,undirected
segunda_0800575,primera_0615202,2,undirected
segunda_0800575,primera_0626143,3,undirected
segunda_0800575,primera_0627962,2,undirected
segunda_0800575,primera_0677018_A1,2,undirected
segunda_0800575,primera_0690270,3,undirected
segunda_0800575,primera_0709610,2,undirected
segunda_0800575,primera_0709683,2,undirected
segunda_0800575,primera_0721830,5,undirected
segunda_0800575,segunda_0772467,3,undirected
segunda_0800575,segunda_0804133,2,undirected
segunda_0800575,segunda_0810691,1,undirected
segunda_0800575,segunda_0812794,3,undirected
segunda_0800620,primera_0708926,3,undirected
segunda_0800620,primera_0717457,5,undirected
segunda_0800620,segunda_0788300,6,undirected
segunda_0800620,segunda_0799805,2,undirected
segunda_0800784,primera_0723240,2,undirected
segunda_0800784,segunda_0760943,1,undirected
segunda_0800784,segunda_0771902,3,undirected
segunda_0801014,primera_0669771_A1,2,undirected
segunda_0801014,primera_0690270,4,undirected
segunda_0801014,primera_0691810,1,undirected
segunda_0801014,primera_0708925,2,undirected
segunda_0801014,primera_0729372,5,undirected
segunda_0801014,segunda_0753549,1,undirected
segunda_0801014,segunda_0758935,2,undirected
segunda_0801014,segunda_0772999,1,undirected
segunda_0801365,segunda_0788300,5,undirected
segunda_0801365,segunda_0811635,2,undirected
segunda_0801365,segunda_0826706,1,undirected
segunda_0802619,primera_0723240,3,undirected
segunda_0802619,primera_0733028,1,undirected
segunda_0802619,segunda_0760943,2,undirected
segunda_0802619,segunda_0788753,3,undirected
segunda_0802619,segunda_0824040,3,undirected
segunda_0802764,primera_0725079,3,undirected
segunda_0802764,segunda_0791109,2,undirected
segunda_0802764,segunda_0795604,2,undirected
segunda_0802764,segunda_0820685,2,undirected
segunda_0802764,segunda_0825487,6,undirected
segunda_0802764,segunda_0825848,4,undirected
segunda_0802764,segunda_0844412,4,undirected
segunda_0803057,primera_0729372,2,undirected
segunda_0803057,segunda_0742650,6,undirected
segunda_0803057,segunda_0745038,1,undirected
segunda_0803057,segunda_0811635,1,undirected
segunda_0804133,primera_0703934,3,undirected
segunda_0804133,segunda_0783905,1,undirected
segunda_0804133,segunda_0800575,2,undirected
segunda_0804133,segunda_0811635,3,undirected
segunda_0804810,primera_0636424,3,undirected
segunda_0804810,primera_0663925,2,undirected
segunda_0804810,primera_0738360,6,undirected
segunda_0804810,segunda_0848442,4,undirected
segunda_0805015,primera_0705158,2,undirected
segunda_0805015,segunda_0771902,3,undirected
segunda_0805015,segunda_0810690,1,undirected
segunda_0805981,primera_0630836,1,undirected
segunda_0805981,primera_0689534,3,undirected
segunda_0805981,primera_0723182,2,undirected
segunda_0805981,segunda_0767425,2,undirected
segunda_0806040,primera_0644523,1,undirected
segunda_0806040,primera_0703934,2,undirected
segunda_0806040,primera_0723624,3,undirected
segunda_0806040,segunda_0829243,2,undirected
segunda_0806629,primera_0705158,2,undirected
segunda_0806629,segunda_0774506,1,undirected
segunda_0806629,segunda_0833910,5,undirected
segunda_0806867,primera_0621526,1,undirected
segunda_0806867,primera_0693229,6,undirected
segunda_0806867,segunda_0810690,2,undirected
segunda_0809309,primera_0627962,3,undirected
segunda_0809309,primera_0716134,1,undirected
segunda_0809309,primera_0718562,1,undirected
segunda_0809309,segunda_0783905,6,undirected
segunda_0809309,segunda_0811635,5,undirected
segunda_0809309,segunda_0812001,1,undirected
segunda_0809778,primera_0608990,3,undirected
segunda_0809778,primera_0615718,1,undirected
segunda_0809778,primera_0663681,2,undirected
segunda_0809778,primera_0689534,3,undirected
segunda_0809778,primera_0723716,6,undirected
segunda_0809778,segunda_0759014,2,undirected
segunda_0809778,segunda_0769218,3,undirected
segunda_0809778,segunda_0781189,2,undirected
segunda_0809815,primera_0696151,3,undirected
segunda_0809815,primera_0709691,2,undirected
segunda_0809815,primera_0723724,2,undirected
segunda_0809815,primera_0725358,1,undirected
segunda_0809815,segunda_0782154,6,undirected
segunda_0809815,segunda_0810915,1,undirected
segunda_0809815,segunda_0812002,1,undirected
segunda_0809996,primera_0690834,2,undirected
segunda_0809996,segunda_0756238,3,undirected
segunda_0809996,segunda_0787405,2,undirected
segunda_0809996,segunda_0810915,4,undirected
segunda_0809997,primera_0645807,3,undirected
segunda_0809997,segunda_0751977,2,undirected
segunda_0809997,segunda_0829243,1,undirected
segunda_0810109,primera_0608782,1,undirected
segunda_0810109,primera_0738980,1,undirected
segunda_0810109,segunda_0760943,2,undirected
segunda_0810109,segunda_0767425,6,undirected
segunda_0810193,primera_0658780,3,undirected
segunda_0810193,primera_0694570,1,undirected
segunda_0810193,segunda_0754540,2,undirected
segunda_0810193,segunda_0773919,1,undirected
segunda_0810444,primera_0604231,1,undirected
segunda_0810444,primera_0722160,3,undirected
segunda_0810444,segunda_0795604,2,undirected
segunda_0810622,segunda_0745634,4,undirected
segunda_0810622,segunda_0756238,2,undirected
segunda_0810622,segunda_0775415,3,undirected
segunda_0810623,segunda_0759636,3,undirected
segunda_0810623,segunda_0821352,3,undirected
segunda_0810623,segunda_0835829,1,undirected
segunda_0810690,primera_0612675,3,undirected
segunda_0810690,primera_0621526,2,undirected
segunda_0810690,primera_0723240,3,undirected
segunda_0810690,segunda_0751449,1,undirected
segunda_0810690,segunda_0766477,3,undirected
segunda_0810690,segunda_0805015,1,undirected
segunda_0810690,segunda_0806867,2,undirected
segunda_0810691,primera_0660010,5,undirected
segunda_0810691,primera_0677018_A1,2,undirected
segunda_0810691,primera_0725621,1,undirected
segunda_0810691,segunda_0756438,1,undirected
segunda_0810691,segunda_0800575,1,undirected
segunda_0810691,segunda_0812662,2,undirected
segunda_0810915,segunda_0809815,1,undirected
segunda_0810915,segunda_0809996,4,undirected
segunda_0810915,segunda_0810916,1,undirected
segunda_0810915,segunda_0826596,2,undirected
segunda_0810916,primera_0612262,4,undirected
segunda_0810916,primera_0644116,1,undirected
segunda_0810916,primera_0714729,6,undirected
segunda_0810916,segunda_0810915,1,undirected
segunda_0810970,primera_0605334,2,undirected
segunda_0810970,primera_0725033,3,undirected
segunda_0810970,primera_0727430,6,undirected
segunda_0810970,segunda_0771782,2,undirected
segunda_0810970,segunda_0830257,5,undirected
segunda_0811124,primera_0618425,5,undirected
segunda_0811124,primera_0635587,1,undirected
segunda_0811124,primera_0657762,1,undirected
segunda_0811124,segunda_0783844,4,undirected
segunda_0811461,primera_0615729,1,undirected
segunda_0811461,primera_0655349,6,undirected
segunda_0811461,segunda_0833220,2,undirected
segunda_0811635,primera_0735644,2,undirected
segunda_0811635,segunda_0743094,4,undirected
segunda_0811635,segunda_0745000,1,undirected
segunda_0811635,segunda_0783905,2,undirected
segunda_0811635,segunda_0801365,2,undirected
segunda_0811635,segunda_0803057,1,undirected
segunda_0811635,segunda_0804133,3,undirected
segunda_0811635,segunda_0809309,5,undirected
segunda_0811635,segunda_0821775,1,undirected
segunda_0811635,segunda_0835829,2,undirected
segunda_0811635,segunda_0844412,1,undirected
segunda_0812001,primera_0725079,2,undirected
segunda_0812001,segunda_0809309,1,undirected
segunda_0812001,segunda_0816493,2,undirected
segunda_0812001,segunda_0846649,6,undirected
segunda_0812002,primera_0709691,3,undirected
segunda_0812002,primera_0718562,3,undirected
segunda_0812002,primera_0723275,4,undirected
segunda_0812002,primera_0725358,3,undirected
segunda_0812002,primera_0742641,3,undirected
segunda_0812002,segunda_0768151,1,undirected
segunda_0812002,segunda_0783905,1,undirected
segunda_0812002,segunda_0809815,1,undirected
segunda_0812002,segunda_0813410,1,undirected
segunda_0812185,primera_0723624,6,undirected
segunda_0812185,primera_0738993,5,undirected
segunda_0812185,segunda_0765189,3,undirected
segunda_0812185,segunda_0787906,2,undirected
segunda_0812367,primera_0612675,2,undirected
segunda_0812367,primera_0621526,3,undirected
segunda_0812367,primera_0642509,1,undirected
segunda_0812367,primera_0690159,3,undirected
segunda_0812367,primera_0723240,1,undirected
segunda_0812367,primera_0735099,1,undirected
segunda_0812367,segunda_0774506,3,undirected
segunda_0812367,segunda_0791321,2,undirected
segunda_0812662,segunda_0750437,2,undirected
segunda_0812662,segunda_0754540,5,undirected
segunda_0812662,segunda_0810691,2,undirected
segunda_0812662,segunda_0825396,1,undirected
segunda_0812794,segunda_0760159,3,undirected
segunda_0812794,segunda_0772999,1,undirected
segunda_0812794,segunda_0800575,3,undirected
segunda_0813092,primera_0668451_A1,1,undirected
segunda_0813092,primera_0672112_A1,2,undirected
segunda_0813092,segunda_0752009,1,undirected
segunda_0813092,segunda_0772044,5,undirected
segunda_0813092,segunda_0788573,1,undirected
segunda_0813136,primera_0636424,3,undirected
segunda_0813136,primera_0697321,1,undirected
segunda_0813136,primera_0714083,3,undirected
segunda_0813136,segunda_0745369,2,undirected
segunda_0813136,segunda_0752018,3,undirected
segunda_0813136,segunda_0848442,1,undirected
segunda_0813410,primera_0718562,2,undirected
segunda_0813410,primera_0721877,2,undirected
segunda_0813410,primera_0723276,2,undirected
segunda_0813410,primera_0723683,2,undirected
segunda_0813410,segunda_0743832,6,undirected
segunda_0813410,segunda_0745369,1,undirected
segunda_0813410,segunda_0782154,2,undirected
segunda_0813410,segunda_0812002,1,undirected
segunda_0813616,primera_0723275,1,undirected
segunda_0813616,primera_0723683,2,undirected
segunda_0813616,segunda_0820517,2,undirected
segunda_0813616,segunda_0839234,5,undirected
segunda_0815690,primera_0691665,6,undirected
segunda_0815690,primera_0723684,2,undirected
segunda_0815690,segunda_0743832,1,undirected
segunda_0815690,segunda_0820685,1,undirected
segunda_0815690,segunda_0833641,2,undirected
segunda_0815690,segunda_0835973,2,undirected
segunda_0815690,segunda_0839234,2,undirected
segunda_0816493,primera_0690834,1,undirected
segunda_0816493,segunda_0755725,2,undirected
segunda_0816493,segunda_0766419,6,undirected
segunda_0816493,segunda_0812001,2,undirected
segunda_0817829,primera_0676418_A1,2,undirected
segunda_0817829,segunda_0825705,4,undirected
segunda_0817829,segunda_0840929,6,undirected
segunda_0817829,segunda_0849125,1,undirected
segunda_0819011,primera_0658176,2,undirected
segunda_0819011,primera_0736348,3,undirected
segunda_0819011,segunda_0769021,1,undirected
segunda_0819011,segunda_0795030,5,undirected
segunda_0819011,segunda_0825396,1,undirected
segunda_0819811,primera_0717457,1,undirected
segunda_0819811,primera_0725033,6,undirected
segunda_0819811,segunda_0772999,3,undirected
segunda_0819811,segunda_0800281,1,undirected
segunda_0819811,segunda_0825487,2,undirected
segunda_0820517,primera_0723816,1,undirected
segunda_0820517,segunda_0813616,2,undirected
segunda_0820517,segunda_0825991,3,undirected
segunda_0820685,primera_0628716,3,undirected
segunda_0820685,segunda_0802764,2,undirected
segunda_0820685,segunda_0815690,1,undirected
segunda_0821352,primera_0693987,2,undirected
segunda_0821352,segunda_0787271,3,undirected
segunda_0821352,segunda_0810623,3,undirected
segunda_0821775,primera_0635667,3,undirected
segunda_0821775,primera_0636424,3,undirected
segunda_0821775,segunda_0811635,1,undirected
segunda_0821801,primera_0690270,1,undirected
segunda_0821801,primera_0708925,3,undirected
segunda_0821801,segunda_0745604,4,undirected
segunda_0821801,segunda_0825848,1,undirected
segunda_0821801,segunda_0830828,3,undirected
segunda_0822350,primera_0615729,2,undirected
segunda_0822350,primera_0619316,1,undirected
segunda_0822350,primera_0725149,3,undirected
segunda_0823199,primera_0615729,1,undirected
segunda_0823199,primera_0619316,4,undirected
segunda_0823199,primera_0708668,3,undirected
segunda_0823199,primera_0719783,6,undirected
segunda_0823199,segunda_0745008,2,undirected
segunda_0823200,primera_0700961,3,undirected
segunda_0823200,primera_0714046,2,undirected
segunda_0823200,segunda_0766420,2,undirected
segunda_0823200,segunda_0774382,3,undirected
segunda_0823200,segunda_0781143,1,undirected
segunda_0823200,segunda_0830686,3,undirected
segunda_0823200,segunda_0835973,1,undirected
segunda_0823755,primera_0657687,3,undirected
segunda_0823755,segunda_0752780,3,undirected
segunda_0823755,segunda_0770411,2,undirected
segunda_0823755,segunda_0793886,3,undirected
segunda_0823755,segunda_0825705,1,undirected
segunda_0823755,segunda_0834878,2,undirected
segunda_0824003,segunda_0755725,5,undirected
segunda_0824003,segunda_0756238,1,undirected
segunda_0824003,segunda_0786696,6,undirected
segunda_0824040,primera_0635587,2,undirected
segunda_0824040,segunda_0788753,1,undirected
segunda_0824040,segunda_0802619,3,undirected
segunda_0824284,primera_0702670,1,undirected
segunda_0824284,primera_0721877,3,undirected
segunda_0824284,segunda_0754206,2,undirected
segunda_0824284,segunda_0755178,1,undirected
segunda_0825396,primera_0717457,2,undirected
segunda_0825396,segunda_0777460,2,undirected
segunda_0825396,segunda_0795030,1,undirected
segunda_0825396,segunda_0812662,1,undirected
segunda_0825396,segunda_0819011,1,undirected
segunda_0825396,segunda_0833110,3,undirected
segunda_0825396,segunda_0835764,6,undirected
segunda_0825487,primera_0725033,2,undirected
segunda_0825487,segunda_0791109,3,undirected
segunda_0825487,segunda_0793886,1,undirected
segunda_0825487,segunda_0802764,6,undirected
segunda_0825487,segunda_0819811,2,undirected
segunda_0825487,segunda_0825705,5,undirected
segunda_0825705,segunda_0817829,4,undirected
segunda_0825705,segunda_0823755,1,undirected
segunda_0825705,segunda_0825487,5,undirected
segunda_0825848,segunda_0802764,4,undirected
segunda_0825848,segunda_0821801,1,undirected
segunda_0825848,segunda_0840513,6,undirected
segunda_0825991,primera_0626526,2,undirected
segunda_0825991,primera_0724378,3,undirected
segunda_0825991,primera_0742504,1,undirected
segunda_0825991,segunda_0820517,3,undirected
segunda_0825991,segunda_0833509,3,undirected
segunda_0825991,segunda_0839234,2,undirected
segunda_0825992,primera_0616257,4,undirected
segunda_0825992,primera_0645613,3,undirected
segunda_0825992,segunda_0740516,2,undirected
segunda_0825992,segunda_0743837,3,undirected
segunda_0825992,segunda_0748506,2,undirected
segunda_0826596,primera_0656183,2,undirected
segunda_0826596,segunda_0783905,3,undirected
segunda_0826596,segunda_0810915,2,undirected
segunda_0826596,segunda_0835106,4,undirected
segunda_0826706,segunda_0748506,4,undirected
segunda_0826706,segunda_0774148,2,undirected
segunda_0826706,segunda_0800281,6,undirected
segunda_0826706,segunda_0801365,1,undirected
segunda_0827264,primera_0610357,2,undirected
segunda_0827264,segunda_0760943,3,undirected
segunda_0827264,segunda_0789215,1,undirected
segunda_0828322,primera_0644352,3,undirected
segunda_0828322,primera_0733108,2,undirected
segunda_0828322,segunda_0783354,1,undirected
segunda_0828496,primera_0665553,4,undirected
segunda_0828496,primera_0677018_A1,3,undirected
segunda_0828496,primera_0709683,1,undirected
segunda_0829243,primera_0645807,3,undirected
segunda_0829243,primera_0723624,1,undirected
segunda_0829243,primera_0724690,2,undirected
segunda_0829243,segunda_0751977,4,undirected
segunda_0829243,segunda_0806040,2,undirected
segunda_0829243,segunda_0809997,1,undirected
segunda_0830257,primera_0605326,3,undirected
segunda_0830257,primera_0727430,2,undirected
segunda_0830257,segunda_0744196,1,undirected
segunda_0830257,segunda_0759636,3,undirected
segunda_0830257,segunda_0791109,1,undirected
segunda_0830257,segunda_0793886,2,undirected
segunda_0830257,segunda_0810970,5,undirected
segunda_0830686,primera_0658130,3,undirected
segunda_0830686,primera_0696151,2,undirected
segunda_0830686,primera_0707750,3,undirected
segunda_0830686,segunda_0823200,3,undirected
segunda_0830828,primera_0676189_A1,3,undirected
segunda_0830828,segunda_0821801,3,undirected
segunda_0830828,segunda_0848005,3,undirected
segunda_0831470,primera_0616257,2,undirected
segunda_0831470,segunda_0740516,1,undirected
segunda_0831470,segunda_0743837,6,undirected
segunda_0831470,segunda_0755721,2,undirected
segunda_0831470,segunda_0848268,1,undirected
segunda_0831982,primera_0724378,3,undirected
segunda_0831982,primera_0738830,1,undirected
segunda_0831982,segunda_0741744,2,undirected
segunda_0831983,primera_0638048,2,undirected
segunda_0831983,primera_0721877,1,undirected
segunda_0831983,segunda_0783844,6,undirected
segunda_0833110,primera_0719783,1,undirected
segunda_0833110,segunda_0755725,2,undirected
segunda_0833110,segunda_0825396,3,undirected
segunda_0833151,primera_0644523,3,undirected
segunda_0833151,segunda_0751449,2,undirected
segunda_0833151,segunda_0780757,1,undirected
segunda_0833151,segunda_0790028,3,undirected
segunda_0833220,primera_0635667,3,undirected
segunda_0833220,primera_0655349,1,undirected
segunda_0833220,primera_0723682,3,undirected
segunda_0833220,primera_0723715,2,undirected
segunda_0833220,primera_0723775,2,undirected
segunda_0833220,segunda_0811461,2,undirected
segunda_0833220,segunda_0839234,1,undirected
segunda_0833509,primera_0723775,2,undirected
segunda_0833509,primera_0724378,1,undirected
segunda_0833509,segunda_0777460,1,undirected
segunda_0833509,segunda_0825991,3,undirected
segunda_0833509,segunda_0848005,1,undirected
segunda_0833641,segunda_0739777,4,undirected
segunda_0833641,segunda_0750717,5,undirected
segunda_0833641,segunda_0781143,3,undirected
segunda_0833641,segunda_0815690,2,undirected
segunda_0833910,primera_0607538,6,undirected
segunda_0833910,segunda_0806629,5,undirected
segunda_0833910,segunda_0849461,1,undirected
segunda_0834137,primera_0629932,3,undirected
segunda_0834137,segunda_0771902,1,undirected
segunda_0834137,segunda_0791321,2,undirected
segunda_0834775,primera_0702399,2,undirected
segunda_0834775,primera_0719783,1,undirected
segunda_0834775,primera_0723240,2,undirected
segunda_0834775,segunda_0847028,5,undirected
segunda_0834878,primera_0612272,3,undirected
segunda_0834878,primera_0624813,1,undirected
segunda_0834878,primera_0646356,3,undirected
segunda_0834878,primera_0699591,4,undirected
segunda_0834878,primera_0723240,2,undirected
segunda_0834878,primera_0736348,4,undirected
segunda_0834878,segunda_0782945,3,undirected
segunda_0834878,segunda_0800073,2,undirected
segunda_0834878,segunda_0823755,2,undirected
segunda_0834980,primera_0681675,2,undirected
segunda_0834980,primera_0721831,3,undirected
segunda_0834980,primera_0723682,1,undirected
segunda_0834980,primera_0723719,1,undirected
segunda_0835106,segunda_0750437,1,undirected
segunda_0835106,segunda_0754148,3,undirected
segunda_0835106,segunda_0772044,1,undirected
segunda_0835106,segunda_0826596,4,undirected
segunda_0835764,primera_0701956,4,undirected
segunda_0835764,segunda_0825396,6,undirected
segunda_0835764,segunda_0849461,1,undirected
segunda_0835829,primera_0709610,1,undirected
segunda_0835829,segunda_0739777,1,undirected
segunda_0835829,segunda_0745038,6,undirected
segunda_0835829,segunda_0810623,1,undirected
segunda_0835829,segunda_0811635,2,undirected
segunda_0835973,primera_0713809,3,undirected
segunda_0835973,segunda_0815690,2,undirected
segunda_0835973,segunda_0823200,1,undirected
segunda_0836668,primera_0615718,1,undirected
segunda_0836668,primera_0721875,2,undirected
segunda_0836668,primera_0725150,3,undirected
segunda_0837074,segunda_0800281,1,undirected
segunda_0837074,segunda_0840472,5,undirected
segunda_0837074,segunda_0840929,2,undirected
segunda_0838529,primera_0714271,1,undirected
segunda_0838529,segunda_0800073,2,undirected
segunda_0838529,segunda_0842757,6,undirected
segunda_0839234,primera_0621272,2,undirected
segunda_0839234,primera_0723625,1,undirected
segunda_0839234,primera_0723715,3,undirected
segunda_0839234,primera_0724378,2,undirected
segunda_0839234,primera_0742504,2,undirected
segunda_0839234,primera_0742641,1,undirected
segunda_0839234,segunda_0768151,2,undirected
segunda_0839234,segunda_0813616,5,undirected
segunda_0839234,segunda_0815690,2,undirected
segunda_0839234,segunda_0825991,2,undirected
segunda_0839234,segunda_0833220,1,undirected
segunda_0839234,segunda_0840793,3,undirected
